word,base
wyprawy,wyprawa
św,świadek
Jana,Jan
cudownych,cudowny
właściwościach,właściwość
dwiema,dwa
figurami,Figura
świętych,święty
polach,pole
lesie,las
wsią,wieś
ślady,ślad
pozostałości,pozostałość
rosyjskich,rosyjski
umocnieniach,umocnienie
użyte,użyć
rozwinięcie,rozwinąć
formacji,formacja
wybuchem,wybuch
wojny,wojna
jesienna,jesienny
relacje,relacja
żyjących,żyć
świadków,świadek
Dolne,dolny
Dolne,dolny
Polsce,Polska
położona,położyć
województwie,województwo
pomorskim,pomorski
powiecie,powiat
włocławskim,włocławski
gminie,gmina
Lubanie,Lubań
Ziemie,Ziemia
tej,ten
miejscowości,miejscowość
należały,należeć
latach,rok
końcu,koniec
ziemie,Ziemia
zostały,zostać
wykupione,wykupić
została,zostać
utworzona,utworzyć
Dolne,dolny
ziemie,Ziemia
należały,należeć
proboszcza,proboszcz
parafii,parafia
Dolne,dolny
ziemie,Ziemia
te,ten
znajdują,znajdować
drugiej,drugi
stronie,strona
torów,tor
kolejowych,kolejowy
leżą,leżeć
niżej,nisko
gminy,gmin
Lubanie,Lubań
ziemiach,Ziemia
które,który
leżą,leżeć
gminy,gmina
została,zostać
utworzona,utworzyć
Górne,górny
latach,rok
należała,należeć
województwa,województwo
włocławskiego,włocławski
Polsce,Polska
położona,położyć
województwie,województwo
opolskim,opolski
powiecie,powiat
brzeskim,brzeski
gminie,gmina
latach,rok
należała,należeć
ówczesnego,ówczesny
województwa,województwo
opolskiego,opolski
lubelskie,lubelski
Polsce,Polska
położona,położyć
województwie,województwo
lubelskim,lubelski
powiecie,powiat
ryckim,rycki
gminie,gmina
Ryki,ryk
latach,rok
położona,położyć
była,być
województwie,województwo
lubelskim,lubelski
pnąca,piąć
pnąca,piąć
hortensji,Hortensja
Pochodzi,pochodzić
Azji,Azja
Wyspy,wyspa
Kurylskie,kurylski
Południowa,południowy
Jest,być
uprawiany,uprawiać
wielu,wiele
krajach,kraj
świata,świat
Europie,Europa
Krytycznej,krytyczny
listy,lista
roślin,roślina
naczyniowych,naczyniowy
Polski,Polska
jest,być
hortensji,Hortensja
nowszych,nowy
ujęć,ujęcie
taksonomicznych,taksonomiczny
jest,być
ma,mieć
nazwę,nazwa
Osiąga,osiągać
Liście,liść
Owalne,owalny
jajowate,jajowaty
ząbkowanych,ząbkowany
brzegach,brzeg
Jesienią,jesień
przebarwiają,przebarwiać
Kwiaty,kwiat
Niewielkie,niewielki
białe,biały
zebrane,zebrać
duże,duży
płaskie,płaski
kwiatostany,kwiatostan
Kwitną,kwitnąć
czerwca,czerwiec
lipca,lipiec
ozdobna,ozdobny
Jest,być
odporna,odporny
może,móc
strefie,strefa
klimatycznej,klimatyczny
Wymaga,wymagać
stanowisk,stanowisko
zacienionych,zacienić
kwaśnej,kwaśny
gleby,gleba
czasie,czas
upałów,upał
należy,należeć
ją,on
przycina,przycinać
pędy,pęd
ur,urodzony
grudnia,grudzień
zm,zmarł
listopada,listopad
Jego,on
należała,należeć
najbardziej,bardzo
popularnych,popularny
latach,rok
Wystąpił,wystąpić
filmie,film
roli,rola
sierocińcu,sierociniec
mentora,mentor
braci,bracia
zintegrowanych,zintegrować
rozwiązań,rozwiązanie
informatycznych,informatyczny
które,który
składa,składać
standardowych,standardowy
modułów,moduł
in,inaczej
remonty,remont
zarządzanie,zarządzać
zasobami,zasoby
projektowanie,projektować
Pozwala,pozwalać
pełne,pełny
dostosowanie,dostosować
rozwiązania,rozwiązanie
indywidualnych,indywidualny
potrzeb,potrzeba
użytkowników,użytkownik
Oferowany,oferować
jest,być
wszystkie,wszystek
platformy,platforma
sprzętowe,sprzętowy
technologii,technologia
graficznym,graficzny
interfejsem,interfejs
użytkownika,użytkownik
architekturze,architektura
Polsce,Polska
wdrożeń,wdrożenie
wykorzystujący,wykorzystywać
pracę,praca
silników,silnik
elektrycznych,elektryczny
elektrowozach,elektrowóz
tramwajach,tramwaj
lokomotywach,lokomotywa
spalinowych,spalinowy
przekładnią,przekładnia
elektryczną,elektryczny
działania,działanie
polega,polegać
przekształcaniu,przekształcać
części,część
energii,energia
kinetycznej,kinetyczny
poruszającego,poruszać
pojazdu,pojazd
energię,energia
elektryczną,elektryczny
która,który
może,móc
zwracana,zwracać
sieci,sieć
trakcyjnej,trakcyjny
magazynowana,magazynować
hamowanie,hamować
rekuperacyjne,rekuperacyjny
wytracana,wytracać
opornikach,opornik
Podstawową,podstawowy
zaletą,zaleta
hamowania,hamować
elektrodynamicznego,elektrodynamiczny
jest,być
okładzin,okładzina
ciernych,cierny
powierzchni,powierzchnia
tocznych,toczny
kół,koła
starszy,stary
tarcz,tarcza
hamulcowych,hamulcowy
wykorzystaniu,wykorzystać
możliwości,możliwość
hamowania,hamować
rekuperacyjnego,rekuperacyjny
energii,energia
włożonej,włożyć
rozpędzanie,rozpędzać
pociągu,pociąg
ur,urodzony
października,październik
rosyjskiej,rosyjski
drużyny,drużyna
Jest,być
synem,syn
żużlowca,żużlowiec
Grigorija,Grigorij
zdobył,zdobyć
Indywidualnego,indywidualny
Mistrza,mistrz
Rosji,Rosja
Juniorów,junior
polska,polski
sezonie,sezon
debiutuje,debiutować
lidze,liga
polskiej,polski
barwach,barwa
wystąpił,wystąpić
meczach,mecz
zdobywając,zdobywać
punktów,punkt
bonusów,bonus
dało,dać
mu,on
średnią,średnia
biegową,biegowy
średnią,średni
meczową,meczowy
sezonie,sezon
reprezentował,reprezentować
barwy,barwa
Był,być
jego,on
gronie,grono
seniorów,senior
podpisania,podpisać
kontraktu,kontrakt
lubelską,lubelski
drużyną,drużyna
miał,mieć
okazji,okazja
pokazania,pokazać
lubelską,lubelski
publicznością,publiczność
roku,rok
startuje,startować
Równe,równy
uzyskując,uzyskiwać
średnią,średnia
biegową,biegowy
meczową,meczowy
reprezentuje,reprezentować
barwy,barwa
Polonii,Polonia
rundzie,runda
zasadniczej,zasadniczy
meczów,mecz
uzyskał,uzyskać
średnią,średnia
biegową,biegowy
meczową,meczowy
stał,stać
ulubieńcem,ulubieniec
kibiców,kibic
którzy,który
mają,maić
nadzieje,Nadzieja
zobaczą,zobaczyć
popularnego,popularny
nowym,nowy
sezonie,sezon
barwach,barwa
pilskiego,pilski
klubu,klub
Dnia,dzień
stycznia,styczeń
roku,rok
przedłużył,przedłużyć
pilską,pilski
Polonią,Polonia
Będzie,być
jego,on
spędzony,spędzić
Pile,Piła
listopada,listopad
został,zostać
przeniesiony,przenieść
komisariatu,komisariat
rolnictwa,rolnictwo
przewodniczącego,przewodniczyć
Wydziału,wydział
Zreorganizował,zreorganizować
pracę,praca
podległego,podległy
sobie,siebie
wydziału,wydział
twierdząc,twierdzić
sprawne,sprawny
obsadzanie,obsadzać
stanowisk,stanowisko
jest,być
rządzenia,rządzić
krajem,kraj
wyższych,wysoki
stopniem,stopień
podwładnych,podwładny
żądał,żądać
gromadzenia,gromadzić
wszystkich,wszystek
możliwych,możliwy
informacji,informacja
poszczególnych,poszczególny
pracownikach,pracownik
brał,brać
opracowaniu,opracować
szczegółowych,szczegółowy
przepisów,przepis
regulujących,regulować
zasady,zasada
członkostwa,członkostwo
partii,Partia
uczestniczył,uczestniczyć
masowej,masowy
weryfikacji,weryfikacja
aktywności,aktywność
członków,członek
organizacji,organizacja
wyniku,wynik
której,który
roku,rok
usunięto,usunąć
niej,on
składu,skład
Osoby,osoba
usunięte,usunąć
oficjalnych,oficjalny
zestawień,zestawienie
miały,mieć
wspólnego,wspólny
opozycją,opozycja
wykazały,wykazać
dostatecznym,dostateczny
zaangażowaniem,zaangażowanie
partyjną,partyjny
została,zostać
im,on
udowodniona,udowodnić
kryminalna,kryminalny
roku,rok
został,zostać
sekretarzem,sekretarz
przewodniczącym,przewodniczący
komisji,komisja
kontroli,kontrola
partyjnej,partyjny
września,wrzesień
roku,rok
został,zostać
mianowany,mianować
ludowym,ludowy
komisarzem,komisarz
spraw,sprawa
wewnętrznych,wewnętrzny
resorcie,resort
rozpoczął,rozpocząć
krwawej,krwawy
rozprawy,rozprawa
ekipą,ekipa
swojego,swój
poprzednika,poprzednik
Jagody,Jagoda
Nakazał,nakazać
podwładnym,podwładny
stosowanie,stosować
wszystkich,wszystek
metod,metoda
wydobywania,wydobywać
zeznań,zeznanie
torturami,tortura
których,który
uczestniczył,uczestniczyć
Przyniosło,przynieść
mu,on
uwagi,uwaga
cm,centymetr
Krwawego,krwawy
Karła,karzeł
głównych,główny
wykonawców,wykonawca
polityki,polityka
masowego,masowy
terroru,terror
lat,rok
lipca,lipiec
wydał,wydać
zarządzając,zarządzać
masową,masowy
likwidację,likwidacja
elementów,element
antyradzieckich,antyradziecki
mocy,moc
tego,ten
rozkazu,rozkaz
sierpnia,sierpień
września,wrzesień
wydano,wydać
wyroków,wyrok
śmierci,śmierć
polecenia,polecenie
Stalina,Stalin
przygotował,przygotować
rozpoczął,rozpocząć
masowe,masowy
represje,represja
które,który
zyskały,zyskać
Objęły,objąć
one,on
Armii,armia
Czerwonej,czerwony
inne,inny
instytucje,instytucja
rządowe,rządowy
partię,Partia
bolszewicką,bolszewicki
miliony,milion
innych,inny
niewinnych,niewinny
ludzi,człowiek
Miliony,milion
osób,osoba
zostało,zostać
aresztowanych,aresztować
mln,milion
rozstrzelanych,rozstrzelać
Mówiono,mówić
zastrzelił,zastrzelić
kilku,kilka
więźniów,więzień
Wielka,wielki
objęła,objąć
roku,rok
sobie,siebie
podporządkował,podporządkować
Doprowadziła,doprowadzić
ona,on
paraliżu,paraliż
aparatu,aparat
państwowego,państwowy
partyjnego,partyjny
jedyną,jedyny
sprawną,sprawny
strukturą,struktura
zdruzgotaną,zdruzgotać
czystkami,czystka
pozostała,pozostać
polityczna,polityczny
uznał,uznać
należy,należeć
zaczął,zacząć
wolna,wolny
wpływy,wpływ
wytypowano,wytypować
go,on
roku,rok
Biura,biuro
Politycznego,polityczny
zastępcę,zastępca
członka,członek
Biura,biuro
połowie,połowa
roku,rok
powierzono,powierzyć
mu,on
komisarza,komisarz
transportu,transport
wodnego,wodny
wspomnień,wspomnienie
Chruszczowa,Chruszczow
tym,ten
czasie,czas
rozpił,rozpić
listopadzie,listopad
roku,rok
zdymisjonował,zdymisjonować
go,on
ze,z
stanowiska,stanowisko
szefa,szef
które,który
objął,objąć
roku,rok
później,późno
nakazał,nakazać
go,on
tajnym,tajny
procesie,proces
Jeżowa,Jeżów
skazano,skazać
rozstrzelanie,rozstrzelać
wykonano,wykonać
lutego,luty
roku,rok
Kremlu,Kreml
rozegrał,rozegrać
ze,z
Stalinem,Stalin
partię,Partia
szachów,szach
którą,który
przegrał,przegrać
ruchach,Ruch
grając,grać
czarnymi,czarny
Komunistyczna,komunistyczny
Austrii,Austria
Komunistyczna,komunistyczny
Austrii,Austria
komunistyczna,komunistyczny
Austrii,Austria
założona,założyć
roku,rok
publikuje,publikować
Młodzieżówką,młodzieżówka
partii,Partia
jest,być
wyborach,wybory
parlamentarnych,parlamentarny
roku,rok
uzyskała,uzyskać
głosów,głos
udało,udać
jej,on
żadnego,żaden
mandatu,mandat
parlamencie,parlament
rozwoju,rozwój
gospodarczego,gospodarczy
opracowany,opracować
wicepremiera,wicepremier
ministra,minister
skarbu,skarb
Eugeniusza,Eugeniusz
Kwiatkowskiego,Kwiatkowski
miał,mieć
eksportu,eksport
zmniejszenie,zmniejszeć
bezrobocia,bezrobocie
polepszenie,polepszeć
zaopatrzenia,zaopatrzenie
wojska,wojsko
Najważniejszym,ważny
założeniem,założenie
była,być
ze,z
skutkami,skutek
kryzysu,kryzys
doprowadzenie,doprowadzić
trwałego,trwały
ożywienia,ożywienie
gospodarczego,gospodarczy
uzyskanie,uzyskać
niezależności,niezależność
gospodarczej,gospodarczy
polskie,polski
Planu,plan
Czteroletniego,czteroletni
rozpoczęła,rozpocząć
lipcu,lipiec
roku,rok
miała,mieć
czerwca,czerwiec
roku,rok
Planowane,planować
wydatki,wydatek
realizację,realizacja
Planu,plan
miały,mieć
miliarda,miliard
ówczesnych,ówczesny
złotych,złoty
osiągnęły,osiągnąć
miliarda,miliard
Państwowa,państwowy
podała,podać
został,zostać
wykonany,wykonać
lata,rok
rzeczywistości,rzeczywistość
wykonany,wykonać
został,zostać
ok,około
czym,co
te,ten
było,być
niezbędne,niezbędny
tego,to
działało,działać
ok,około
inwestycji,inwestycja
budowano,budować
osiedla,osiedle
mieszkalne,mieszkalny
robotników,robotnik
całą,cały
własną,własny
infrastrukturą,infrastruktura
Skutkiem,skutek
realizacji,realizacja
Planu,plan
było,być
powstanie,powstać
zakładów,zakład
przemysłu,przemysł
zbrojeniowego,zbrojeniowy
lotniczego,lotniczy
chemicznego,chemiczny
tworzono,tworzyć
huty,huta
walcownie,walcownia
zakłady,zakład
produkcji,produkcja
gumy,guma
kauczuku,kauczuk
Głównymi,główny
miejscami,miejsce
realizacji,realizacja
były,być
Działania,działanie
bojowe,bojowy
Działania,działanie
bojowe,bojowy
przeciwnika,przeciwnik
odparcie,odeprzeć
jego,on
uderzeń,uderzenie
Ich,on
rezultatem,rezultat
jest,być
doprowadzenie,doprowadzić
rozbicia,rozbić
obezwładnienia,obezwładnieć
wojsk,wojsko
nieprzyjaciela,nieprzyjaciel
opanowanie,opanować
określonego,określony
rejonu,rejon
utrzymanie,utrzymać
własnego,własny
Działania,działanie
wojsk,wojsko
różnią,różnić
względem,wzgląd
celów,cel
zadań,zadanie
sposobów,sposób
ich,on
prowadzenia,prowadzić
zasad,zasada
wykorzystania,wykorzystać
posiadanych,posiadać
sił,siła
środków,środek
Mówimy,mówić
rodzajach,rodzaj
działań,działanie
bojowych,bojowy
Rodzaje,rodzaj
działań,działanie
bojowych,bojowy
podstawowych,podstawowy
rodzajów,rodzaj
działań,działanie
bojowych,bojowy
zaliczamy,zaliczać
obronę,obrona
wyróżnia,wyróżniać
działania,działanie
odwrotowe,odwrotowy
opóźniające,opóźniać
rajdowe,rajdowy
desantowe,desantowy
dywersyjne,dywersyjny
partyzanckie,partyzancki
działania,działanie
bojowe,bojowy
lotnictwa,lotnictwo
działania,działanie
bojowe,bojowy
marynarki,marynarka
wojennej,wojenny
powietrznodesantowe,powietrznodesantowy
Małe,mały
pomorskie,pomorski
Małe,mały
mała,mały
kaszubska,kaszubski
Polsce,Polska
Pojezierzu,pojezierze
Bytowskim,bytowski
położona,położyć
województwie,województwo
pomorskim,pomorski
powiecie,powiat
bytowskim,bytowski
gminie,gmina
północnym,północny
brzegiem,brzeg
jeziora,jezioro
Małego,mały
wchodzi,wchodzić
sołectwa,sołectwo
latach,rok
należała,należeć
województwa,województwo
słupskiego,słupski
pancerna,pancerny
pancerna,pancerny
jest,być
elementem,element
fortyfikacyjnym,fortyfikacyjny
mającym,maić
zainstalowane,zainstalować
niej,on
obsługę,obsługa
bezpośrednim,bezpośredni
rażeniem,razić
odłamkami,odłamek
pociskami,pocisk
fortyfikacji,fortyfikacja
stałej,stały
najczęściej,często
stosowanymi,stosowany
wieżami,wieża
pancernymi,pancerny
były,być
wieże,wieża
obrotowe,obrotowy
wystające,wystawać
dzieła,dzieło
fortyfikacyjnego,fortyfikacyjny
wieże,wieża
wysuwane,wysuwać
które,który
stanie,stan
spoczynku,spoczynek
ukryte,ukryć
są,być
dzieła,dzieło
fortyfikacyjnego,fortyfikacyjny
pozwalają,pozwalać
ukrycie,ukryć
otworów,otwór
strzelnic,strzelnica
wieży,wieża
razie,raz
ostrzału,ostrzał
przeciwnika,przeciwnik
walki,walka
są,być
wysuwane,wysuwać
mogą,móc
Wieże,wieża
obrotowe,obrotowy
wysuwane,wysuwać
uzbrojone,uzbroić
są,być
jedno,jeden
działa,działo
które,który
obrotowi,obrót
wieży,wieża
mogą,móc
pewnego,pewien
kąta,kąt
wieży,wieża
pancernej,pancerny
opierała,opierać
łożysku,łożysko
kulowym,kulowy
umożliwiało,umożliwiać
jej,on
poziomie,poziom
Zbliżone,zbliżony
wież,wieża
pancernych,pancerny
są,być
wieże,wieża
artyleryjskie,artyleryjski
stosowane,stosować
okrętach,okręt
wieże,wieża
stosowane,stosować
czołgach,czołg
innych,inny
pojazdach,pojazd
bojowych,bojowy
Czasami,czas
stosowano,stosować
wieże,wieża
czołgowe,czołgowy
rzadziej,rzadko
okrętowe,okrętowy
elementy,element
fortyfikacji,fortyfikacja
roli,rola
wież,wieża
obrotowych,obrotowy
Należy,należeć
obrotowe,obrotowy
wieże,wieża
pancerne,pancerny
podobnych,podobny
nieruchomych,nieruchomy
kopuł,kopuła
pancernych,pancerny
ur,urodzony
maja,maj
była,być
francuska,francuski
Reprezentowała,reprezentować
zajmując,zajmować
ze,z
sztafetą,sztafeta
brązowego,brązowy
medalu,medal
Mistrzostw,mistrzostwa
Świata,świat
zakończyła,zakończyć
karierę,kariera
danej,dany
waluty,waluta
wyrażona,wyrazić
innej,inny
walucie,waluta
Miejscem,miejsce
transakcji,transakcja
którym,który
przedmiotem,przedmiot
są,być
waluty,waluta
krajowe,krajowy
jest,być
sprzedaje,sprzedawać
jedną,jeden
walutę,waluta
inną,inny
jest,być
rynku,rynek
należy,należeć
występuje,występować
nim,on
relacjach,relacja
wymiany,wymiana
walut,waluta
kursach,kurs
walut,waluta
decyduje,decydować
podstawowe,podstawowy
rynku,rynek
tworzące,tworzyć
cenę,cena
równowagi,równowaga
zrównaniu,zrównać
popytu,popyt
podażą,podaż
danej,dany
waluty,waluta
Czynniki,czynnik
określające,określać
danej,dany
waluty,waluta
nią,on
Obroty,obrót
handlowe,handlowy
stosunkach,stosunki
dwustronnych,dwustronny
usług,usługa
technologii,technologia
walutowa,walutowy
rządu,rząd
która,który
innymi,inny
określa,określać
kursów,kurs
Rodzaje,rodzaj
kursów,kurs
walutowych,walutowy
ustalony,ustalić
państwa,państwo
podlega,podlegać
wahaniom,wahanie
ulega,ulegać
wahaniom,wahanie
wywołanym,wywołać
grą,gra
popytu,popyt
podaży,podaż
wahań,wahanie
jest,być
kształtowany,kształtować
Zmiany,zmiana
kursów,kurs
Kursy,kurs
stałe,stały
skokowe,skokowy
administracyjne,administracyjny
zmniejszenie,zmniejszeć
międzynarodowej,międzynarodowy
wartości,wartość
waluty,waluta
skokowe,skokowy
administracyjne,administracyjny
zwiększenie,zwiększyć
międzynarodowej,międzynarodowy
wartości,wartość
waluty,waluta
Kursy,kurs
płynne,płynny
międzynarodowej,międzynarodowy
wartości,wartość
waluty,waluta
międzynarodowej,międzynarodowy
wartości,wartość
waluty,waluta
Funkcje,funkcja
kursu,kurs
walutowego,walutowy
efektywności,efektywność
wymiany,wymiana
ceny,cena
koszty,koszt
ustalane,ustalać
są,być
różnej,różny
walucie,waluta
wymiany,wymiana
zmniejszenie,zmniejszeć
efektywności,efektywność
wymiany,wymiana
łączy,łączyć
ze,z
zmniejszeniem,zmniejszenie
zwiększeniem,zwiększyć
liczby,liczba
wartości,wartość
zawieranych,zawierać
transakcji,transakcja
polityki,polityka
gospodarczej,gospodarczy
był,być
instrumentem,instrument
polityki,polityka
gospodarczej,gospodarczy
musi,musieć
wpływy,wpływ
władz,władza
publicznych,publiczny
kraju,kraj
Władze,władza
monetarne,monetarny
mając,maić
kształtowania,kształtować
kursu,kurs
walutowego,walutowy
mogą,móc
określone,określony
tendencje,tendencja
zmian,zmiana
gier,gra
finansowych,finansowy
kursów,kurs
walutowych,walutowy
przestrzeni,przestrzeń
czasie,czas
pozwala,pozwalać
dokonywanie,dokonywać
różnego,różny
rodzaju,rodzaj
transakcji,transakcja
walutowych,walutowy
np,na przykład
transakcje,transakcja
arbitrażowe,arbitrażowy
opcje,opcja
walutowe,walutowy
transakcje,transakcja
porównywalności,porównywalność
gospodarek,gospodarka
dochodów,dochód
kursy,kurs
pełnią,pełnić
funkcję,funkcja
wspólnego,wspólny
mianownika,mianownik
porównywaniu,porównywać
wartości,wartość
wyrażonych,wyrazić
różnych,różny
walutach,waluta
informacyjna,informacyjny
informuje,informować
cenie,cena
walut,waluta
obcych,obcy
cenotwórcza,cenotwórczy
przenosi,przenosić
zagraniczne,zagraniczny
układy,układ
cen,cena
ze,z
wszystkimi,wszystek
wynikającymi,wynikać
ekonomicznymi,ekonomiczny
konsekwencjami,konsekwencja
gospodarki,gospodarka
światowej,światowy
żeńskie,żeński
pochodzenia,pochodzenie
łacińskiego,łaciński
Wywodzi,wywodzić
słowa,słowo
oznaczającego,oznaczać
długi,dług
Patronem,patron
tego,ten
imienia,imienie
jest,być
in,inaczej
św,świadek
obchodzi,obchodzić
marca,marzec
kwietnia,kwiecień
czerwca,czerwiec
lipca,lipiec
listopada,listopad
słodkowodna,słodkowodny
rodziny,rodzina
karpiowatych,karpiowate
spotykana,spotykać
akwariach,akwarium
Góry,góra
cm,centymetr
czerwona,czerwony
pręgą,pręga
żółtą,żółty
zielonkawą,zielonkawy
niebieską,niebieski
płetwy,płetwa
czerwonawe,czerwonawy
smuklejszy,smukły
większych,duży
płetwach,płetwa
samiczki,samiczka
Występuje,występować
wyhodowana,wyhodować
akwariach,akwarium
wymagająca,wymagać
odporna,odporny
spadki,spadek
temperatury,temperatura
optymalna,optymalny
średnie,średni
zjada,zjadać
zarówna,zarówny
Najlepiej,dobrze
czują,czuć
stadzie,stado
osobników,osobnik
tarła,trzeć
samczyki,samczyk
samiczki,samiczka
gęstych,gęsty
